"Question","Intent","Answer"
"Do Political Science students have to do a thesis?","research_opportunities","Students engage in research projects assignments and thesis work."
"What achievements has the Political Science department made?","department_achievements","The department is known for research output faculty publications and successful graduates."
"What is the Political Science department known for?","department_achievements","The department is known for research output faculty publications and successful graduates."
"Has the Political Science department achieved success?","department_achievements","The department is known for research output faculty publications and successful graduates."
"Is the department recognized for its research output?","department_achievements","The department is known for research output faculty publications and successful graduates."
"Does the Political Science faculty publish research?","department_achievements","The department is known for research output faculty publications and successful graduates."
"What makes the Political Science department reputable?","department_achievements","The department is known for research output faculty publications and successful graduates."
"Are the graduates of Political Science successful?","department_achievements","The department is known for research output faculty publications and successful graduates."
"What are the notable accomplishments of the Political Science department?","department_achievements","The department is known for research output faculty publications and successful graduates."
"Is the department recognized for faculty publications?","department_achievements","The department is known for research output faculty publications and successful graduates."
"What is the research and publication record of the Political Science department?","department_achievements","The department is known for research output faculty publications and successful graduates."
"What is the status of Political Science graduates?","department_achievements","The department is known for research output faculty publications and successful graduates."
"What are the achievements of the Political Science department?","department_achievements","The department is known for research output faculty publications and successful graduates."
"What are the key achievements of the department?","department_achievements","The department is known for research output faculty publications and successful graduates."
"Is the department successful in producing research?","department_achievements","The department is known for research output faculty publications and successful graduates."
"Are there successful students graduating from Political Science?","department_achievements","The department is known for research output faculty publications and successful graduates."
"What career paths do Political Science graduates follow?","career_paths","Graduates work in government services education judiciary academia and NGOs."
"Where do Political Science graduates get jobs?","career_paths","Graduates work in government services education judiciary academia and NGOs."
"Can Political Science graduates work in the judiciary?","career_paths","Graduates work in government services education judiciary academia and NGOs."
"What job opportunities are there in government services?","career_paths","Graduates work in government services education judiciary academia and NGOs."
"Are there careers in NGOs for Political Science graduates?","career_paths","Graduates work in government services education judiciary academia and NGOs."
"What sectors employ Political Science graduates?","career_paths","Graduates work in government services education judiciary academia and NGOs."
"Can I work in academia with a Political Science degree?","career_paths","Graduates work in government services education judiciary academia and NGOs."
"What are the professional fields for Political Science graduates?","career_paths","Graduates work in government services education judiciary academia and NGOs."
"Is the education sector a career path for Political Science graduates?","career_paths","Graduates work in government services education judiciary academia and NGOs."
"What kind of jobs can I get with a Political Science degree?","career_paths","Graduates work in government services education judiciary academia and NGOs."
"Do Political Science graduates work in public service?","career_paths","Graduates work in government services education judiciary academia and NGOs."
"What are the career options after BS Political Science?","career_paths","Graduates work in government services education judiciary academia and NGOs."
"Can graduates work in non-governmental organizations?","career_paths","Graduates work in government services education judiciary academia and NGOs."
"What are the employment sectors for Political Science graduates?","career_paths","Graduates work in government services education judiciary academia and NGOs."
"Do Political Science graduates enter the judiciary?","career_paths","Graduates work in government services education judiciary academia and NGOs."
"What is the main aim of the Pashto department?","pashto_department_aim","The Pashto department aims to promote Pashto language literature and cultural heritage."
"What is the objective of the Pashto department?","pashto_department_aim","The Pashto department aims to promote Pashto language literature and cultural heritage."
"Does the Pashto department promote cultural heritage?","pashto_department_aim","The Pashto department aims to promote Pashto language literature and cultural heritage."
"What is the goal of the Pashto department?","pashto_department_aim","The Pashto department aims to promote Pashto language literature and cultural heritage."
"Does the department focus on Pashto language and literature?","pashto_department_aim","The Pashto department aims to promote Pashto language literature and cultural heritage."
"What is the core aim of the Pashto department?","pashto_department_aim","The Pashto department aims to promote Pashto language literature and cultural heritage."
"Is the Pashto department concerned with cultural heritage?","pashto_department_aim","The Pashto department aims to promote Pashto language literature and cultural heritage."
"What is the mission of the Pashto department?","pashto_department_aim","The Pashto department aims to promote Pashto language literature and cultural heritage."
"Does the department promote Pashto literature?","pashto_department_aim","The Pashto department aims to promote Pashto language literature and cultural heritage."
"What does the Pashto department strive to do?","pashto_department_aim","The Pashto department aims to promote Pashto language literature and cultural heritage."
"What is the main function of the Pashto department?","pashto_department_aim","The Pashto department aims to promote Pashto language literature and cultural heritage."
"Does the Pashto department aim to promote the Pashto language?","pashto_department_aim","The Pashto department aims to promote Pashto language literature and cultural heritage."
"What is the purpose of the Pashto department's existence?","pashto_department_aim","The Pashto department aims to promote Pashto language literature and cultural heritage."
"What is the key objective of Pashto studies?","pashto_department_aim","The Pashto department aims to promote Pashto language literature and cultural heritage."
"Is the aim to promote Pashto cultural aspects?","pashto_department_aim","The Pashto department aims to promote Pashto language literature and cultural heritage."
"What kind of research does the Pashto department conduct?","pashto_research_focus","The department researches classical and modern Pashto literature and manuscripts."
"What is the research focus of the Pashto department?","pashto_research_focus","The department researches classical and modern Pashto literature and manuscripts."
"Does the Pashto department research manuscripts?","pashto_research_focus","The department researches classical and modern Pashto literature and manuscripts."
"Does the department study classical Pashto literature?","pashto_research_focus","The department researches classical and modern Pashto literature and manuscripts."
"What areas of Pashto literature are researched?","pashto_research_focus","The department researches classical and modern Pashto literature and manuscripts."
"Is the research in Pashto focused on modern literature?","pashto_research_focus","The department researches classical and modern Pashto literature and manuscripts."
"What type of research does the Pashto department engage in?","pashto_research_focus","The department researches classical and modern Pashto literature and manuscripts."
"Does the department focus on Pashto manuscripts?","pashto_research_focus","The department researches classical and modern Pashto literature and manuscripts."
"What are the research areas of the Pashto department?","pashto_research_focus","The department researches classical and modern Pashto literature and manuscripts."
"Is the research limited to classical Pashto literature?","pashto_research_focus","The department researches classical and modern Pashto literature and manuscripts."
"Does the Pashto department study literary works?","pashto_research_focus","The department researches classical and modern Pashto literature and manuscripts."
"What is the subject of research in the Pashto department?","pashto_research_focus","The department researches classical and modern Pashto literature and manuscripts."
"Does the department conduct research on both old and new Pashto literature?","pashto_research_focus","The department researches classical and modern Pashto literature and manuscripts."
"What is the research scope for the Pashto department?","pashto_research_focus","The department researches classical and modern Pashto literature and manuscripts."
"Does the research involve Pashto classical works?","pashto_research_focus","The department researches classical and modern Pashto literature and manuscripts."
"What is the primary goal of the Pakistan Studies department?","pakistan_studies_goal","The department aims to develop understanding of Pakistan’s ideology history and governance."
"What is the main objective of Pakistan Studies?","pakistan_studies_goal","The department aims to develop understanding of Pakistan’s ideology history and governance."
"Does the department aim to teach about Pakistan's history?","pakistan_studies_goal","The department aims to develop understanding of Pakistan’s ideology history and governance."
"What is the goal for understanding Pakistan's ideology?","pakistan_studies_goal","The department aims to develop understanding of Pakistan’s ideology history and governance."
"Does the Pakistan Studies department focus on governance?","pakistan_studies_goal","The department aims to develop understanding of Pakistan’s ideology history and governance."
"What is the core aim of the Pakistan Studies degree?","pakistan_studies_goal","The department aims to develop understanding of Pakistan’s ideology history and governance."
"Does the program develop understanding of Pakistan?","pakistan_studies_goal","The department aims to develop understanding of Pakistan’s ideology history and governance."
"What is the purpose of the Pakistan Studies department?","pakistan_studies_goal","The department aims to develop understanding of Pakistan’s ideology history and governance."
"Does the department focus on Pakistan's ideology?","pakistan_studies_goal","The department aims to develop understanding of Pakistan’s ideology history and governance."
"What does the Pakistan Studies program aim to achieve?","pakistan_studies_goal","The department aims to develop understanding of Pakistan’s ideology history and governance."
"Is the goal to understand Pakistan's history and governance?","pakistan_studies_goal","The department aims to develop understanding of Pakistan’s ideology history and governance."
"What is the main focus of the department?","pakistan_studies_goal","The department aims to develop understanding of Pakistan’s ideology history and governance."
"Does the department aim to increase knowledge of Pakistan?","pakistan_studies_goal","The department aims to develop understanding of Pakistan’s ideology history and governance."
"What is the primary educational goal of Pakistan Studies?","pakistan_studies_goal","The department aims to develop understanding of Pakistan’s ideology history and governance."
"Is the focus on ideology, history, and governance of Pakistan?","pakistan_studies_goal","The department aims to develop understanding of Pakistan’s ideology history and governance."
"What themes are emphasized in Pakistan Studies?","pakistan_studies_themes","Themes include constitutional development public policy human rights and nation-building."
"What topics are emphasized in Pakistan Studies?","pakistan_studies_themes","Themes include constitutional development public policy human rights and nation-building."
"Does Pakistan Studies cover public policy?","pakistan_studies_themes","Themes include constitutional development public policy human rights and nation-building."
"Are human rights a theme in Pakistan Studies?","pakistan_studies_themes","Themes include constitutional development public policy human rights and nation-building."
"What are the main themes of the Pakistan Studies program?","pakistan_studies_themes","Themes include constitutional development public policy human rights and nation-building."
"Is nation-building a theme in the studies?","pakistan_studies_themes","Themes include constitutional development public policy human rights and nation-building."
"Does the program cover constitutional development?","pakistan_studies_themes","Themes include constitutional development public policy human rights and nation-building."
"What is the subject matter of Pakistan Studies?","pakistan_studies_themes","Themes include constitutional development public policy human rights and nation-building."
"Are themes of public policy and human rights included?","pakistan_studies_themes","Themes include constitutional development public policy human rights and nation-building."
"What are the key areas of study in Pakistan Studies?","pakistan_studies_themes","Themes include constitutional development public policy human rights and nation-building."
"Does the curriculum include constitutional development and public policy?","pakistan_studies_themes","Themes include constitutional development public policy human rights and nation-building."
"What is emphasized in the course content?","pakistan_studies_themes","Themes include constitutional development public policy human rights and nation-building."
"Are human rights and nation-building core themes?","pakistan_studies_themes","Themes include constitutional development public policy human rights and nation-building."
"What specific topics are covered in Pakistan Studies?","pakistan_studies_themes","Themes include constitutional development public policy human rights and nation-building."
"Does the program emphasize governance-related themes?","pakistan_studies_themes","Themes include constitutional development public policy human rights and nation-building."
"How many total courses are included in the BS Pakistan Studies program?","pakistan_studies_courses","The BS Pakistan Studies program includes 44 courses."
"What is the total number of courses for BS Pakistan Studies?","pakistan_studies_courses","The BS Pakistan Studies program includes 44 courses."
"Does the BS Pakistan Studies program have 44 courses?","pakistan_studies_courses","The BS Pakistan Studies program includes 44 courses."
"How many courses are required for the BS Pakistan Studies degree?","pakistan_studies_courses","The BS Pakistan Studies program includes 44 courses."
"What is the total course count for the degree?","pakistan_studies_courses","The BS Pakistan Studies program includes 44 courses."
"Is the number of courses 44?","pakistan_studies_courses","The BS Pakistan Studies program includes 44 courses."
"How many courses does the Pakistan Studies program consist of?","pakistan_studies_courses","The BS Pakistan Studies program includes 44 courses."
"What is the curriculum size in terms of courses?","pakistan_studies_courses","The BS Pakistan Studies program includes 44 courses."
"Is the total number of courses for BS Pakistan Studies 44?","pakistan_studies_courses","The BS Pakistan Studies program includes 44 courses."
"How many different courses are in the BS Pakistan Studies program?","pakistan_studies_courses","The BS Pakistan Studies program includes 44 courses."
"What is the course load for the Pakistan Studies degree?","pakistan_studies_courses","The BS Pakistan Studies program includes 44 courses."
"Are there 44 total courses in the program?","pakistan_studies_courses","The BS Pakistan Studies program includes 44 courses."
"What is the total count of courses for the degree?","pakistan_studies_courses","The BS Pakistan Studies program includes 44 courses."
"How many classes do I take for BS Pakistan Studies?","pakistan_studies_courses","The BS Pakistan Studies program includes 44 courses."
"Is the required course number 44?","pakistan_studies_courses","The BS Pakistan Studies program includes 44 courses."
"What is required to complete a BS degree successfully?","degree_requirements","Students must complete coursework maintain a CGPA of 2.00 and meet examination requirements."
"What are the requirements for a successful BS degree?","degree_requirements","Students must complete coursework maintain a CGPA of 2.00 and meet examination requirements."
"Do I need a minimum CGPA for the BS degree?","degree_requirements","Students must complete coursework maintain a CGPA of 2.00 and meet examination requirements."
"What is the minimum CGPA to graduate with a BS degree?","degree_requirements","Students must complete coursework maintain a CGPA of 2.00 and meet examination requirements."
"What are the graduation requirements for the BS program?","degree_requirements","Students must complete coursework maintain a CGPA of 2.00 and meet examination requirements."
"Are there examination requirements for a BS degree?","degree_requirements","Students must complete coursework maintain a CGPA of 2.00 and meet examination requirements."
"How do I successfully finish a BS degree?","degree_requirements","Students must complete coursework maintain a CGPA of 2.00 and meet examination requirements."
"What is the required CGPA for a BS degree?","degree_requirements","Students must complete coursework maintain a CGPA of 2.00 and meet examination requirements."
"What academic requirements must be met for a BS degree?","degree_requirements","Students must complete coursework maintain a CGPA of 2.00 and meet examination requirements."
"Is a CGPA of 2.00 necessary for graduation?","degree_requirements","Students must complete coursework maintain a CGPA of 2.00 and meet examination requirements."
"Are there requirements besides coursework for the BS degree?","degree_requirements","Students must complete coursework maintain a CGPA of 2.00 and meet examination requirements."
"What is the standard to pass the BS degree?","degree_requirements","Students must complete coursework maintain a CGPA of 2.00 and meet examination requirements."
"What are the final requirements for the BS program?","degree_requirements","Students must complete coursework maintain a CGPA of 2.00 and meet examination requirements."
"Do I need to complete all coursework for the BS degree?","degree_requirements","Students must complete coursework maintain a CGPA of 2.00 and meet examination requirements."
"What are the basic requirements for a BS degree?","degree_requirements","Students must complete coursework maintain a CGPA of 2.00 and meet examination requirements."
"How many departments does GPGC Mansehra have?","number_of_departments","GPGC Mansehra has a total of 15 academic departments."
"What is the total number of departments at GPGC Mansehra?","number_of_departments","GPGC Mansehra has a total of 15 academic departments."
"Is the number of academic departments 15?","number_of_departments","GPGC Mansehra has a total of 15 academic departments."
"How many academic departments are there?","number_of_departments","GPGC Mansehra has a total of 15 academic departments."
"Does GPGC Mansehra have 15 departments?","number_of_departments","GPGC Mansehra has a total of 15 academic departments."
"What is the count of departments at the college?","number_of_departments","GPGC Mansehra has a total of 15 academic departments."
"How many departments does the college consist of?","number_of_departments","GPGC Mansehra has a total of 15 academic departments."
"What is the total number of academic departments?","number_of_departments","GPGC Mansehra has a total of 15 academic departments."
"Is there a total of 15 departments?","number_of_departments","GPGC Mansehra has a total of 15 academic departments."
"How many faculties does GPGC Mansehra have?","number_of_departments","GPGC Mansehra has a total of 15 academic departments."
"What is the departmental strength of GPGC Mansehra?","number_of_departments","GPGC Mansehra has a total of 15 academic departments."
"Are there 15 departments in the college?","number_of_departments","GPGC Mansehra has a total of 15 academic departments."
"What is the organizational size in terms of departments?","number_of_departments","GPGC Mansehra has a total of 15 academic departments."
"How many academic units are there?","number_of_departments","GPGC Mansehra has a total of 15 academic departments."
"What is the exact number of departments?","number_of_departments","GPGC Mansehra has a total of 15 academic departments."
"What is the mission of the Urdu department at GPGC Mansehra?","urdu_department_mission","The mission of the Urdu department is to develop critical inquiry and analytical vision in students and help them understand their social cultural political and ideological environment."
"What is the goal of the Urdu department?","urdu_department_mission","The mission of the Urdu department is to develop critical inquiry and analytical vision in students and help them understand their social cultural political and ideological environment."
"Does the Urdu department aim to develop analytical vision?","urdu_department_mission","The mission of the Urdu department is to develop critical inquiry and analytical vision in students and help them understand their social cultural political and ideological environment."
"What does the Urdu department want students to understand?","urdu_department_mission","The mission of the Urdu department is to develop critical inquiry and analytical vision in students and help them understand their social cultural political and ideological environment."
"What is the department's mission regarding the ideological environment?","urdu_department_mission","The mission of the Urdu department is to develop critical inquiry and analytical vision in students and help them understand their social cultural political and ideological environment."
"Does the Urdu department focus on critical inquiry?","urdu_department_mission","The mission of the Urdu department is to develop critical inquiry and analytical vision in students and help them understand their social cultural political and ideological environment."
"What is the mission statement of the Urdu department?","urdu_department_mission","The mission of the Urdu department is to develop critical inquiry and analytical vision in students and help them understand their social cultural political and ideological environment."
"How does the Urdu department help students understand their environment?","urdu_department_mission","The mission of the Urdu department is to develop critical inquiry and analytical vision in students and help them understand their social cultural political and ideological environment."
"What is the objective of the Urdu department?","urdu_department_mission","The mission of the Urdu department is to develop critical inquiry and analytical vision in students and help them understand their social cultural political and ideological environment."
"Does the department aim to enhance analytical vision?","urdu_department_mission","The mission of the Urdu department is to develop critical inquiry and analytical vision in students and help them understand their social cultural political and ideological environment."
"What is the Urdu department's aim for student understanding?","urdu_department_mission","The mission of the Urdu department is to develop critical inquiry and analytical vision in students and help them understand their social cultural political and ideological environment."
"Does the mission include understanding the social and cultural environment?","urdu_department_mission","The mission of the Urdu department is to develop critical inquiry and analytical vision in students and help them understand their social cultural political and ideological environment."
"What does the Urdu department aim to develop in students?","urdu_department_mission","The mission of the Urdu department is to develop critical inquiry and analytical vision in students and help them understand their social cultural political and ideological environment."
"Is the mission to develop critical thinking?","urdu_department_mission","The mission of the Urdu department is to develop critical inquiry and analytical vision in students and help them understand their social cultural political and ideological environment."
"What is the core purpose of the Urdu department?","urdu_department_mission","The mission of the Urdu department is to develop critical inquiry and analytical vision in students and help them understand their social cultural political and ideological environment."
"How does the Urdu department aim to shape students?","student_development","The department aims to sensitize aestheticize and humanize students to become leaders of positive change."
"How does the Urdu department aim to develop students?","student_development","The department aims to sensitize aestheticize and humanize students to become leaders of positive change."
"Does the department aim to humanize students?","student_development","The department aims to sensitize aestheticize and humanize students to become leaders of positive change."
"What kind of change leaders does the Urdu department aim to produce?","student_development","The department aims to sensitize aestheticize and humanize students to become leaders of positive change."
"Does the department aim to sensitize and aestheticize students?","student_development","The department aims to sensitize aestheticize and humanize students to become leaders of positive change."
"What is the department's goal for student development?","student_development","The department aims to sensitize aestheticize and humanize students to become leaders of positive change."
"How does the Urdu department plan to create positive change leaders?","student_development","The department aims to sensitize aestheticize and humanize students to become leaders of positive change."
"What are the development goals for students in the Urdu department?","student_development","The department aims to sensitize aestheticize and humanize students to become leaders of positive change."
"Is the aim to make students leaders of positive change?","student_development","The department aims to sensitize aestheticize and humanize students to become leaders of positive change."
"How does the department aim to mold students?","student_development","The department aims to sensitize aestheticize and humanize students to become leaders of positive change."
"What are the qualities the Urdu department seeks to instill?","student_development","The department aims to sensitize aestheticize and humanize students to become leaders of positive change."
"Does the department want to create humanized leaders?","student_development","The department aims to sensitize aestheticize and humanize students to become leaders of positive change."
"What is the department's vision for student leadership?","student_development","The department aims to sensitize aestheticize and humanize students to become leaders of positive change."
"How does the Urdu department contribute to student growth?","student_development","The department aims to sensitize aestheticize and humanize students to become leaders of positive change."
"Is the aim to make students more sensitive and aesthetic?","student_development","The department aims to sensitize aestheticize and humanize students to become leaders of positive change."
"How is literature viewed in the Urdu department?","literature_perspective","Literature is treated as an intellectual discipline rather than only a leisure activity."
"What is the perspective on literature in the Urdu department?","literature_perspective","Literature is treated as an intellectual discipline rather than only a leisure activity."
"Is literature treated as an intellectual discipline?","literature_perspective","Literature is treated as an intellectual discipline rather than only a leisure activity."
"Is literature considered a leisure activity?","literature_perspective","Literature is treated as an intellectual discipline rather than only a leisure activity."
"What is the Urdu department's view on literature?","literature_perspective","Literature is treated as an intellectual discipline rather than only a leisure activity."
"Is literature only for leisure in the department?","literature_perspective","Literature is treated as an intellectual discipline rather than only a leisure activity."
"How does the department approach the study of literature?","literature_perspective","Literature is treated as an intellectual discipline rather than only a leisure activity."
"Is literature studied as an intellectual pursuit?","literature_perspective","Literature is treated as an intellectual discipline rather than only a leisure activity."
"Does the department view literature seriously?","literature_perspective","Literature is treated as an intellectual discipline rather than only a leisure activity."
"What is the academic treatment of literature?","literature_perspective","Literature is treated as an intellectual discipline rather than only a leisure activity."
"Is the focus on literature as an intellectual discipline?","literature_perspective","Literature is treated as an intellectual discipline rather than only a leisure activity."
"How is the study of literature prioritized?","literature_perspective","Literature is treated as an intellectual discipline rather than only a leisure activity."
"Is literature a serious subject in the Urdu department?","literature_perspective","Literature is treated as an intellectual discipline rather than only a leisure activity."
"What is the departmental stance on literature?","literature_perspective","Literature is treated as an intellectual discipline rather than only a leisure activity."
"Is literature more than leisure activity?","literature_perspective","Literature is treated as an intellectual discipline rather than only a leisure activity."
"What skills does the Urdu department emphasize?","critical_skills","The department emphasizes critical thinking analytical ability and intellectual engagement with literature."
"What skills are focused on in the Urdu department?","critical_skills","The department emphasizes critical thinking analytical ability and intellectual engagement with literature."
"Does the Urdu department emphasize critical thinking?","critical_skills","The department emphasizes critical thinking analytical ability and intellectual engagement with literature."
"Is analytical ability a key skill in Urdu?","critical_skills","The department emphasizes critical thinking analytical ability and intellectual engagement with literature."
"What is the department's emphasis regarding skills?","critical_skills","The department emphasizes critical thinking analytical ability and intellectual engagement with literature."
"Does the department focus on intellectual engagement with literature?","critical_skills","The department emphasizes critical thinking analytical ability and intellectual engagement with literature."
"What skills are taught in the Urdu department?","critical_skills","The department emphasizes critical thinking analytical ability and intellectual engagement with literature."
"Does the department prioritize critical thinking skills?","critical_skills","The department emphasizes critical thinking analytical ability and intellectual engagement with literature."
"Are analytical skills emphasized in the Urdu program?","critical_skills","The department emphasizes critical thinking analytical ability and intellectual engagement with literature."
"What is the focus on intellectual engagement?","critical_skills","The department emphasizes critical thinking analytical ability and intellectual engagement with literature."
"Are the core skills analytical and critical?","critical_skills","The department emphasizes critical thinking analytical ability and intellectual engagement with literature."
"What are the main skills developed in the Urdu department?","critical_skills","The department emphasizes critical thinking analytical ability and intellectual engagement with literature."
"Does the program teach analytical ability?","critical_skills","The department emphasizes critical thinking analytical ability and intellectual engagement with literature."
"What kind of engagement with literature is emphasized?","critical_skills","The department emphasizes critical thinking analytical ability and intellectual engagement with literature."
"Is the emphasis on critical thinking and analytical ability?","critical_skills","The department emphasizes critical thinking analytical ability and intellectual engagement with literature."
"What is the primary objective of the Urdu department?","urdu_objective_primary","The primary objective is to impart both knowledge and wisdom through the study of literature."
"What is the main goal of the Urdu department?","urdu_objective_primary","The primary objective is to impart both knowledge and wisdom through the study of literature."
"Does the Urdu department aim to impart wisdom?","urdu_objective_primary","The primary objective is to impart both knowledge and wisdom through the study of literature."
"What is the key objective of the Urdu department?","urdu_objective_primary","The primary objective is to impart both knowledge and wisdom through the study of literature."
"Does the department impart knowledge through literature?","urdu_objective_primary","The primary objective is to impart both knowledge and wisdom through the study of literature."
"What is the primary purpose of the Urdu department?","urdu_objective_primary","The primary objective is to impart both knowledge and wisdom through the study of literature."
"Does the study of literature in Urdu aim for wisdom?","urdu_objective_primary","The primary objective is to impart both knowledge and wisdom through the study of literature."
"What is the main objective of Urdu studies?","urdu_objective_primary","The primary objective is to impart both knowledge and wisdom through the study of literature."
"What does the Urdu department strive to impart?","urdu_objective_primary","The primary objective is to impart both knowledge and wisdom through the study of literature."
"Is the objective knowledge and wisdom?","urdu_objective_primary","The primary objective is to impart both knowledge and wisdom through the study of literature."
"What is the core objective of the Urdu department?","urdu_objective_primary","The primary objective is to impart both knowledge and wisdom through the study of literature."
"Does the department aim to give both knowledge and wisdom?","urdu_objective_primary","The primary objective is to impart both knowledge and wisdom through the study of literature."
"What is the primary function of the Urdu department?","urdu_objective_primary","The primary objective is to impart both knowledge and wisdom through the study of literature."
"Does the Urdu department focus on wisdom?","urdu_objective_primary","The primary objective is to impart both knowledge and wisdom through the study of literature."
"What does the department teach through literature?","urdu_objective_primary","The primary objective is to impart both knowledge and wisdom through the study of literature."
"Does the Urdu department promote critical thinking?","critical_thinking_yes","Yes the department promotes thinking for the pursuit of truth rather than mere criticism."
"Does the department encourage thinking for the pursuit of truth?","critical_thinking_yes","Yes the department promotes thinking for the pursuit of truth rather than mere criticism."
"Is critical thinking encouraged in the Urdu department?","critical_thinking_yes","Yes the department promotes thinking for the pursuit of truth rather than mere criticism."
"Does the department focus on thinking for truth?","critical_thinking_yes","Yes the department promotes thinking for the pursuit of truth rather than mere criticism."
"Is the focus on mere criticism?","critical_thinking_yes","Yes the department promotes thinking for the pursuit of truth rather than mere criticism."
"What kind of thinking is promoted in the Urdu department?","critical_thinking_yes","Yes the department promotes thinking for the pursuit of truth rather than mere criticism."
"Is the promotion of thinking limited to criticism?","critical_thinking_yes","Yes the department promotes thinking for the pursuit of truth rather than mere criticism."
"Does the Urdu department promote thinking?","critical_thinking_yes","Yes the department promotes thinking for the pursuit of truth rather than mere criticism."
"What is the department's approach to critical thinking?","critical_thinking_yes","Yes the department promotes thinking for the pursuit of truth rather than mere criticism."
"Does the department teach thinking for truth?","critical_thinking_yes","Yes the department promotes thinking for the pursuit of truth rather than mere criticism."
"Is the department against mere criticism?","critical_thinking_yes","Yes the department promotes thinking for the pursuit of truth rather than mere criticism."
"What is the aim of promoting thinking in Urdu?","critical_thinking_yes","Yes the department promotes thinking for the pursuit of truth rather than mere criticism."
"Does the Urdu department promote intellectual thinking?","critical_thinking_yes","Yes the department promotes thinking for the pursuit of truth rather than mere criticism."
"Is the emphasis on truth in critical thinking?","critical_thinking_yes","Yes the department promotes thinking for the pursuit of truth rather than mere criticism."
"Does the department discourage mere criticism?","critical_thinking_yes","Yes the department promotes thinking for the pursuit of truth rather than mere criticism."
"How does the Urdu department address moral education?","moral_education","The department teaches moral principles through literature to help students understand ethical behavior."
"Does the Urdu department teach moral principles?","moral_education","The department teaches moral principles through literature to help students understand ethical behavior."
"How is ethical behavior taught in the Urdu department?","moral_education","The department teaches moral principles through literature to help students understand ethical behavior."
"Does the department provide moral education?","moral_education","The department teaches moral principles through literature to help students understand ethical behavior."
"What role does literature play in moral education?","moral_education","The department teaches moral principles through literature to help students understand ethical behavior."
"Does the program help students understand ethical behavior?","moral_education","The department teaches moral principles through literature to help students understand ethical behavior."
"What are the moral aspects taught in the Urdu department?","moral_education","The department teaches moral principles through literature to help students understand ethical behavior."
"How does the Urdu department incorporate ethics?","moral_education","The department teaches moral principles through literature to help students understand ethical behavior."
"Does the study of literature include moral principles?","moral_education","The department teaches moral principles through literature to help students understand ethical behavior."
"What is the department's approach to ethical education?","moral_education","The department teaches moral principles through literature to help students understand ethical behavior."
"Does the department teach ethics through literature?","moral_education","The department teaches moral principles through literature to help students understand ethical behavior."
"How does the Urdu department foster ethical behavior?","moral_education","The department teaches moral principles through literature to help students understand ethical behavior."
"Is moral education a component of the Urdu department?","moral_education","The department teaches moral principles through literature to help students understand ethical behavior."
"What does the department teach about morality?","moral_education","The department teaches moral principles through literature to help students understand ethical behavior."
"Are moral principles part of the Urdu curriculum?","moral_education","The department teaches moral principles through literature to help students understand ethical behavior."
"What role does Urdu play as a national language in the department?","national_language_focus","The department provides academic services for understanding and promoting the national language Urdu."
"What is the focus on Urdu as a national language?","national_language_focus","The department provides academic services for understanding and promoting the national language Urdu."
"Does the department promote the national language Urdu?","national_language_focus","The department provides academic services for understanding and promoting the national language Urdu."
"What services does the department provide for the national language?","national_language_focus","The department provides academic services for understanding and promoting the national language Urdu."
"Is the department involved in promoting Urdu?","national_language_focus","The department provides academic services for understanding and promoting the national language Urdu."
"What is the role of the Urdu department in relation to the national language?","national_language_focus","The department provides academic services for understanding and promoting the national language Urdu."
"Does the department help in understanding Urdu as a national language?","national_language_focus","The department provides academic services for understanding and promoting the national language Urdu."
"What academic services are provided for Urdu?","national_language_focus","The department provides academic services for understanding and promoting the national language Urdu."
"Is the department focused on the national language?","national_language_focus","The department provides academic services for understanding and promoting the national language Urdu."
"What is the department's contribution to Urdu as a national language?","national_language_focus","The department provides academic services for understanding and promoting the national language Urdu."
"Does the Urdu department offer services for the national language?","national_language_focus","The department provides academic services for understanding and promoting the national language Urdu."
"What is the department's role in understanding the national language?","national_language_focus","The department provides academic services for understanding and promoting the national language Urdu."
"Does the department offer services to promote Urdu?","national_language_focus","The department provides academic services for understanding and promoting the national language Urdu."
"How does the department support the national language?","national_language_focus","The department provides academic services for understanding and promoting the national language Urdu."
"What is the departmental focus on Urdu as a national language?","national_language_focus","The department provides academic services for understanding and promoting the national language Urdu."
